agents_No,instance,k,shrink,ignore-target,lltp-only,corridor,target,parking,algo,ignore-train,Runtime,HL_expanded,HL_generated,LL_expanded,LL_generated,agents,solution_cost,cost-dummy,algorithm,standard_conflict,standard_conflict_m2,standard_train_conflict,rectangle_sym,corridor_sym,parking_std,target_std,parking_sym,target_sym,train_self_conflict,None,num_llpp,num_lltp,num_cardinal,num_semicardinal,num_noncardinal,num_unkown,valid_train,num_body_conflict,num_target_conflict,num_self_conflict,runtime_mdd
50,22,8,True,False,True,False,False,False,CBS-DK,False,90.0171,3935,6800,3111877,9505607,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-23.scen,-1,3,CBS,3935,0,3935,0,0,0,0,0,0,0,,0,7920,0,0,0,3935,0,204,0,0,0
50,15,2,True,False,False,True,True,False,CBSH-RM-DK,False,90.0078,22010,44021,3648919,10205677,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-16.scen,-1,11,CBSH-RM,17521,0,0,4031,8,0,0,0,450,0,,44074,0,155,13922,7933,0,0,3,0,0,0
10,18,2,True,False,True,False,False,False,CBS-DK,False,0.036867,21,43,3720,11270,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-19.scen,254,1,CBS,21,0,21,0,0,0,2,0,0,0,,0,52,0,0,0,21,1,0,0,0,0
50,24,2,True,False,True,False,False,False,CBS-DK,False,90.0082,10732,21464,3470157,9878707,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-25.scen,-1,2,CBS,10732,0,10732,0,0,0,1009,0,0,0,,0,21514,0,0,0,10732,0,6,0,0,0
40,5,4,True,False,False,False,False,False,CBS-DK,False,90.0022,14390,28442,2597735,8625135,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-6.scen,-1,5,CBS,14390,0,0,0,0,0,0,0,0,0,,28820,0,0,0,0,14390,0,67,0,0,0
10,12,8,True,False,False,True,True,False,CBSH-RM-DK,False,0.002991,0,1,245,911,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-13.scen,229,0,CBSH-RM,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,1,0,0,0,0
30,23,8,True,False,False,True,True,False,CBSH-RM-DK,True,90.0018,6818,13594,2104144,5933033,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-24.scen,-1,13,CBSH-RM,4322,0,0,2477,12,0,0,0,7,0,,13667,0,20,2294,4504,0,0,78,0,0,0
50,15,4,True,False,False,True,True,False,CBSH-RM-DK,True,90.0012,12424,23700,1847081,5292462,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-16.scen,-1,10,CBSH-RM,8759,0,0,3526,14,0,0,0,125,0,,24907,0,138,8656,3630,0,0,59,0,0,0
50,6,8,True,False,False,True,True,False,CBSH-RM-DK,False,90.0039,3335,6564,5846445,9213888,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-7.scen,-1,19,CBSH-RM,383,0,0,2235,0,0,0,0,717,0,,6793,0,979,2356,0,0,0,224,0,0,0
30,2,4,True,False,True,False,False,False,CBS-DK,False,90.0028,16950,33870,4437772,12773220,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-3.scen,-1,3,CBS,16950,0,16950,0,0,0,12,0,0,0,,0,33930,0,0,0,16950,0,13,0,0,0
