agents_No,instance,k,shrink,ignore-target,lltp-only,corridor,target,parking,algo,ignore-train,Runtime,HL_expanded,HL_generated,LL_expanded,LL_generated,agents,solution_cost,cost-dummy,algorithm,standard_conflict,standard_conflict_m2,standard_train_conflict,rectangle_sym,corridor_sym,parking_std,target_std,parking_sym,target_sym,train_self_conflict,None,num_llpp,num_lltp,num_cardinal,num_semicardinal,num_noncardinal,num_unkown,valid_train,num_body_conflict,num_target_conflict,num_self_conflict,runtime_mdd
25,18,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0459,976,1953,1339557,1915498,,-1,89,CBSH-RM,823,0,0,37,116,0,0,0,0,0,,1977,0,976,0,0,0,0,321,0,0,0
35,22,4,True,True,False,False,False,False,CBS-DK,False,90.016,3016,5979,1193321,2291882,,-1,19,CBS,3016,0,0,0,0,0,0,0,0,0,,6013,0,0,0,0,3016,0,1104,0,0,0
20,8,4,True,True,False,False,False,False,CBS-DK,False,90.0045,4194,8389,2730076,3562344,,-1,19,CBS,4194,0,0,0,0,0,0,0,0,0,,8408,0,0,0,0,4194,0,58,0,0,0
10,24,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0314,449,899,3090422,3389251,,-1,70,CBSH-RM,159,0,0,0,290,0,0,0,0,0,,908,0,295,146,8,0,0,52,0,0,0
40,20,4,True,True,False,False,False,False,CBS-DK,False,90.045,2543,5067,745250,1395294,,-1,11,CBS,2543,0,0,0,0,0,0,0,0,0,,5106,0,0,0,0,2543,0,1058,0,0,0
40,11,8,True,True,False,False,False,False,CBS-DK,False,90.0734,1308,2613,458861,889899,,-1,17,CBS,1308,0,0,0,0,0,0,0,0,0,,2652,0,0,0,0,1308,0,2025,0,0,0
40,14,8,True,True,False,False,False,False,CBS-DK,False,90.0189,1133,2260,608149,1188054,,-1,26,CBS,1133,0,0,0,0,0,0,0,0,0,,2299,0,0,0,0,1133,0,2789,0,0,0
35,24,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0422,1630,3261,6791783,7843749,,-1,78,CBSH-RM,0,0,0,397,1233,0,0,0,0,0,,3295,0,1630,0,0,0,0,895,0,0,0
10,11,4,True,True,False,True,False,False,CBSH-RM-DK,True,1.46623,51,103,155301,192440,,1548,26,CBSH-RM,15,0,0,0,36,0,0,0,0,0,,112,0,32,19,0,0,1,0,0,0,0
45,13,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0625,1684,3369,3682466,4419755,,-1,90,CBSH-RM,0,0,0,308,1376,0,0,0,0,0,,3413,0,1684,0,0,0,0,505,0,0,0
35,6,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.027,842,1685,1430641,2031865,,-1,33,CBSH-RM,126,0,0,337,379,0,0,0,0,0,,1719,0,842,0,0,0,0,1059,0,0,0
25,12,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0468,1022,2045,3848277,4518230,,-1,76,CBSH-RM,24,0,0,176,822,0,0,0,0,0,,2069,0,1022,0,0,0,0,1190,0,0,0
40,5,8,True,True,False,False,False,False,CBS-DK,False,90.0052,980,1956,378636,716491,,-1,7,CBS,980,0,0,0,0,0,0,0,0,0,,1995,0,0,0,0,980,0,3715,0,0,0
35,16,8,True,True,False,False,False,False,CBS-DK,False,90.0514,1212,2423,964984,1900591,,-1,26,CBS,1212,0,0,0,0,0,0,0,0,0,,2457,0,0,0,0,1212,0,1114,0,0,0
25,15,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.027,1824,3649,1928738,2887984,,-1,59,CBSH-RM,1288,0,0,207,329,0,0,0,0,0,,3673,0,1824,0,0,0,0,450,0,0,0
45,12,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0031,1820,3641,5774578,6706107,,-1,77,CBSH-RM,0,0,0,680,1140,0,0,0,0,0,,3685,0,1820,0,0,0,0,1024,0,0,0
10,21,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0006,2382,4765,3525943,4782416,,-1,35,CBSH-RM,1975,0,0,3,404,0,0,0,0,0,,4774,0,941,1065,376,0,0,19,0,0,0
35,9,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.015,956,1913,1528084,2132876,,-1,87,CBSH-RM,552,0,0,137,267,0,0,0,0,0,,1947,0,956,0,0,0,0,347,0,0,0
45,23,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0097,1012,2025,1453636,2098105,,-1,44,CBSH-RM,0,0,0,757,255,0,0,0,0,0,,2069,0,1012,0,0,0,0,1710,0,0,0
40,1,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0006,1791,3583,4259731,5192000,,-1,55,CBSH-RM,358,0,0,517,916,0,0,0,0,0,,3622,0,1791,0,0,0,0,660,0,0,0
10,20,4,True,True,False,True,False,False,CBSH-RM-DK,False,52.6149,1354,2709,3132776,4014985,,1658,17,CBSH-RM,1349,0,0,2,3,0,0,0,0,0,,2718,0,1352,2,0,0,1,0,0,0,0
25,20,4,True,True,False,False,False,False,CBS-DK,False,90.0082,3964,7929,1770624,3329434,,-1,12,CBS,3964,0,0,0,0,0,0,0,0,0,,7953,0,0,0,0,3964,0,279,0,0,0
30,2,8,True,True,False,False,False,False,CBS-DK,False,90.0258,1855,3688,1022908,1874560,,-1,24,CBS,1855,0,0,0,0,0,0,0,0,0,,3717,0,0,0,0,1855,0,729,0,0,0
25,11,8,True,True,False,False,False,False,CBS-DK,False,90.0378,1812,3625,1571840,2897586,,-1,18,CBS,1812,0,0,0,0,0,0,0,0,0,,3649,0,0,0,0,1812,0,1079,0,0,0
35,17,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0414,1916,3833,3675898,4484154,,-1,86,CBSH-RM,0,0,0,425,1491,0,0,0,0,0,,3867,0,1916,0,0,0,0,362,0,0,0
25,0,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.1625,389,779,580092,741109,,-1,43,CBSH-RM,361,0,0,1,27,0,0,0,0,0,,803,0,389,0,0,0,0,150,0,0,0
30,8,8,True,True,False,False,False,False,CBS-DK,False,90.0286,1700,3401,1060951,2071862,,-1,22,CBS,1700,0,0,0,0,0,0,0,0,0,,3430,0,0,0,0,1700,0,1217,0,0,0
30,21,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0032,1283,2567,769812,1057209,,-1,75,CBSH-RM,1097,0,0,136,50,0,0,0,0,0,,2596,0,1283,0,0,0,0,766,0,0,0
25,3,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0626,433,867,927257,1158411,,-1,45,CBSH-RM,364,0,0,11,58,0,0,0,0,0,,891,0,433,0,0,0,0,106,0,0,0
